Skill	EntityID
Methodware ERA	ONET:MethodwareERA
MethodWare ProAudit Advisor	ONET:MethodWareProAuditAdvisor
Metric calipers	ONET:MetricCalipers
Metric flex sockets	ONET:MetricFlexSockets
Metric flex socket wrenches	ONET:MetricFlexSocketWrenches
Metric graduates	ONET:MetricGraduates
Metric measuring tapes	ONET:MetricMeasuringTapes
Metric roofing hatchets	ONET:MetricRoofingHatchets
Metric rules	ONET:MetricRules
Metric sockets	ONET:MetricSockets
Metric socket wrenches	ONET:MetricSocketWrenches
MetricStream Compliance Management	ONET:MetricStreamComplianceManagement
MetricStream Enterprise Compliance Platform	ONET:MetricStreamEnterpriseCompliancePlatform
MetricStream Regulatory Reporting	ONET:MetricStreamRegulatoryReporting
Metric weights	ONET:MetricWeights
Metrix Imageware Surfacer	ONET:MetrixImagewareSurfacer
Metrologic Group Metrolog XG	ONET:MetrologicGroupMetrologXG
Mettler balances	ONET:MettlerBalances
Metzenbaum scissors	ONET:MetzenbaumScissors
Meyer Instruments Optimas	ONET:MeyerInstrumentsOptimas
MGHworld Travel Agents	ONET:MGHworldTravelAgents
MHC Document Express	ONET:MHCDocumentExpress
MI-Assistant MI Management System	ONET:MI-AssistantMIManagementSystem
MICA Information Systems MICA-MED Practice Manager	ONET:MICAInformationSystemsMICA-MEDPracticeManager
Michelson interferometers	ONET:MichelsonInterferometers
Michigan State University MSU ProFlex	ONET:MichiganStateUniversityMSUProFlex
Mickelson interferometers	ONET:MickelsonInterferometers
Mi-Co Mi-Forms	ONET:Mi-CoMi-Forms
Micosoft SQL Server Analysis Services SSAS	ONET:MicosoftSQLServerAnalysisServicesSSAS
Mi-Co software	ONET:Mi-CoSoftware
Microamp meters	ONET:MicroampMeters
Micro anemometers	ONET:MicroAnemometers
Microarchitecture simulation software	ONET:MicroarchitectureSimulationSoftware
Microarrayer scanners	ONET:MicroarrayerScanners
Microarray scanners	ONET:MicroarrayScanners
Microarray spotting systems	ONET:MicroarraySpottingSystems
Micro balances	ONET:MicroBalances
Microbalances	ONET:Microbalances
Micro band saws	ONET:MicroBandSaws
Micro bevel cutters	ONET:MicroBevelCutters
Microbial contaminant measurement devices	ONET:MicrobialContaminantMeasurementDevices
Microbial fermenters	ONET:MicrobialFermenters
Microbial monitoring systems	ONET:MicrobialMonitoringSystems
Microbial samplers	ONET:MicrobialSamplers
Microbics toxicity analyzers	ONET:MicrobicsToxicityAnalyzers
MicroBiz	ONET:MicroBiz
MicroBlast Recipe Wizard for Windows	ONET:MicroBlastRecipeWizardForWindows
Micro calipers	ONET:MicroCalipers
Microcalorimeters	ONET:Microcalorimeters
Microcapillary hematocrit tubes	ONET:MicrocapillaryHematocritTubes
Microcentrifuges	ONET:Microcentrifuges
Microchip MPLAB Integrated Development Environment	ONET:MicrochipMPLABIntegratedDevelopmentEnvironment(IDE)
IDE	ONET:MicrochipMPLABIntegratedDevelopmentEnvironment(IDE)
Microchip readers	ONET:MicrochipReaders
Microchip scanners	ONET:MicrochipScanners
MicroCog Assessment of Cognitive Functioning	ONET:MicroCogAssessmentOfCognitiveFunctioning
Microcomputers	ONET:Microcomputers
Microcontrollers	ONET:Microcontrollers
Microcryostats	ONET:Microcryostats
Microcurrent systems	ONET:MicrocurrentSystems
MICRODEM	ONET:MICRODEM
Microdermabrasion machines	ONET:MicrodermabrasionMachines
Microdermabrasion tools	ONET:MicrodermabrasionTools
Micro diamond scribers	ONET:MicroDiamondScribers
Microdiffusion dishes	ONET:MicrodiffusionDishes
Microdissection systems	ONET:MicrodissectionSystems
Microdistillation ovens	ONET:MicrodistillationOvens
Microdosimeters	ONET:Microdosimeters
Micro electrobalances	ONET:MicroElectrobalances
Microelectrodes	ONET:Microelectrodes
Microelectromechanical systems MEMS simulation software	ONET:MicroelectromechanicalSystemsMEMSSimulationSoftware
Micro Estimating FabPlan	ONET:MicroEstimatingFabPlan
Micro-etchers	ONET:Micro-etchers
Microfiche duplicators	ONET:MicroficheDuplicators
Microfiche machines	ONET:MicroficheMachines
Microfiche printers	ONET:MicrofichePrinters
Microfiche readers	ONET:MicroficheReaders
Microfiche viewing equipment	ONET:MicroficheViewingEquipment
Microfiche viewing machines	ONET:MicroficheViewingMachines
Microfilm cameras	ONET:MicrofilmCameras
Microfilm duplicators	ONET:MicrofilmDuplicators
Microfilmers	ONET:Microfilmers
Microfilm printers	ONET:MicrofilmPrinters
Microfilm readers	ONET:MicrofilmReaders
Microfilm systems	ONET:MicrofilmSystems
Microfilm viewing equipment	ONET:MicrofilmViewingEquipment
Microfilm viewing machines	ONET:MicrofilmViewingMachines
MicroFit HealthWizard	ONET:MicroFitHealthWizard
Microfluidic networks	ONET:MicrofluidicNetworks
Microfluidic particle imaging velocimetry PIV systems	ONET:MicrofluidicParticleImagingVelocimetryPIVSystems
MicroFocus GroupWise	ONET:MicroFocusGroupWise
Micro Focus OpenView	ONET:MicroFocusOpenView
Micro Focus TestPartner	ONET:MicroFocusTestPartner
Microforceps	ONET:Microforceps
MicroFour PracticeStudio.NET EMR	ONET:MicroFourPracticeStudio.NETEMR
Microgravimeters	ONET:Microgravimeters
Microhematocrit centrifuges	ONET:MicrohematocritCentrifuges
Microhematocrits	ONET:Microhematocrits
Microhematocrit tubes	ONET:MicrohematocritTubes
Microinjectors	ONET:Microinjectors
Micro J Systems PcHunter	ONET:MicroJSystemsPcHunter
Micro kjeldahls	ONET:MicroKjeldahls
Micro lathes	ONET:MicroLathes
Microliter syringes	ONET:MicroliterSyringes
Micromanipulation microrheology microscopes	ONET:MicromanipulationMicrorheologyMicroscopes
Micromanipulators	ONET:Micromanipulators
Micromanometers	ONET:Micromanometers
Micrometers	ONET:Micrometers
Micro mills	ONET:MicroMills
Micromolding lithography equipment	ONET:MicromoldingLithographyEquipment
Micromuse NetCool	ONET:MicromuseNetCool
Micronetics Xpert Write-up	ONET:MicroneticsXpertWrite-up
Micron gauges	ONET:MicronGauges
Micropact entellitrak Labor Relations Edition	ONET:MicropactEntellitrakLaborRelationsEdition
Microphone mixers	ONET:MicrophoneMixers
Microphone podiums	ONET:MicrophonePodiums
Microphone pre-amps	ONET:MicrophonePre-amps
Microphones	ONET:Microphones
Microphone stands	ONET:MicrophoneStands
Microphysiometers	ONET:Microphysiometers
Micropipettes	ONET:Micropipettes
Micro planers	ONET:MicroPlaners
Microplate readers	ONET:MicroplateReaders
Microplate shakers	ONET:MicroplateShakers
Microplate spectrophotometers	ONET:MicroplateSpectrophotometers
Microplate washers	ONET:MicroplateWashers
Microplating equipment	ONET:MicroplatingEquipment
Micro pliers	ONET:MicroPliers
Micropositioners	ONET:Micropositioners
Micro-Press MicroStation PowerDraft	ONET:Micro-PressMicroStationPowerDraft
MicroPress VTeX	ONET:MicroPressVTeX
Microprobe stations	ONET:MicroprobeStations
Microprocessors	ONET:Microprocessors
Micropumps	ONET:Micropumps
Micropurge sampling equipment	ONET:MicropurgeSamplingEquipment
Microscissors	ONET:Microscissors
Microscope camera adapters	ONET:MicroscopeCameraAdapters
Microscope digital cameras	ONET:MicroscopeDigitalCameras
Microscope filters	ONET:MicroscopeFilters
Microscope imaging software	ONET:MicroscopeImagingSoftware
Microscope photo attachments	ONET:MicroscopePhotoAttachments
Microscopes	ONET:Microscopes
Microscope slide drawers	ONET:MicroscopeSlideDrawers
Microscope slides	ONET:MicroscopeSlides
Microscope/video camera stations	ONET:Microscope/videoCameraStations
Microscopic image capturing software	ONET:MicroscopicImageCapturingSoftware
Microsoft Access	ONET:MicrosoftAccess
Microsoft Active Directory	ONET:MicrosoftActiveDirectory
Microsoft Active Server Pages ASP	ONET:MicrosoftActiveServerPagesASP
Microsoft ActiveSync	ONET:MicrosoftActiveSync
Microsoft ActiveX	ONET:MicrosoftActiveX
Microsoft ASP.NET	ONET:MicrosoftASP.NET
Microsoft ASP.NET Core MVC	ONET:MicrosoftASP.NETCoreMVC
Microsoft Axapta	ONET:MicrosoftAxapta
Microsoft Azure	ONET:MicrosoftAzure
Microsoft Bing	ONET:MicrosoftBing
Microsoft Business Contact Manager	ONET:MicrosoftBusinessContactManager
Microsoft Business Intelligence BI	ONET:MicrosoftBusinessIntelligenceBI
Microsoft Commerce Server	ONET:MicrosoftCommerceServer
Microsoft DirectX	ONET:MicrosoftDirectX
Microsoft DNS Server	ONET:MicrosoftDNSServer
Microsoft Dynamics	ONET:MicrosoftDynamics
Microsoft Dynamics AX	ONET:MicrosoftDynamicsAX
Microsoft Dynamics CRM	ONET:MicrosoftDynamicsCRM
Microsoft Dynamics ERP	ONET:MicrosoftDynamicsERP
Microsoft Dynamics GP	ONET:MicrosoftDynamicsGP
Microsoft Dynamics Marketing	ONET:MicrosoftDynamicsMarketing
Microsoft Dynamics NAV	ONET:MicrosoftDynamicsNAV
Microsoft Dynamics SL	ONET:MicrosoftDynamicsSL
Microsoft Entourage	ONET:MicrosoftEntourage
Microsoft ESP SDK	ONET:MicrosoftESPSDK
Microsoft Excel	ONET:MicrosoftExcel
Microsoft Exchange	ONET:MicrosoftExchange
Microsoft Expression Blend	ONET:MicrosoftExpressionBlend
Microsoft Expression Design	ONET:MicrosoftExpressionDesign
Microsoft Extensible Application Markup Language	ONET:MicrosoftExtensibleApplicationMarkupLanguage(XAML)
XAML	ONET:MicrosoftExtensibleApplicationMarkupLanguage(XAML)
Microsoft Forefront Identify Manager	ONET:MicrosoftForefrontIdentifyManager
Microsoft Forefront Threat Management Gateway	ONET:MicrosoftForefrontThreatManagementGateway
Microsoft FrontPage	ONET:MicrosoftFrontPage
Microsoft FRx	ONET:MicrosoftFRx
Microsoft Great Plains Personal Data Keeper	ONET:MicrosoftGreatPlainsPersonalDataKeeper
Microsoft High Level Shader Language HLSL	ONET:MicrosoftHighLevelShaderLanguageHLSL
Microsoft Hyperterminal	ONET:MicrosoftHyperterminal
Microsoft Hyper-V Server	ONET:MicrosoftHyper-VServer
Microsoft Image Composite Editor	ONET:MicrosoftImageCompositeEditor
Microsoft Internet Explorer	ONET:MicrosoftInternetExplorer
Microsoft Internet Information Services	ONET:MicrosoftInternetInformationServices(IIS)
IIS	ONET:MicrosoftInternetInformationServices(IIS)
Microsoft MapPoint	ONET:MicrosoftMapPoint
Microsoft Mobile Explorer MME	ONET:MicrosoftMobileExplorerMME
Microsoft Money	ONET:MicrosoftMoney
Microsoft .NET Framework	ONET:Microsoft.NETFramework
Microsoft NetMeeting	ONET:MicrosoftNetMeeting
Microsoft Network Monitor	ONET:MicrosoftNetworkMonitor
Microsoft Office	ONET:MicrosoftOffice
Microsoft Office Document Imaging	ONET:MicrosoftOfficeDocumentImaging
Microsoft Office FrontPage	ONET:MicrosoftOfficeFrontPage
Microsoft Office Live Meeting	ONET:MicrosoftOfficeLiveMeeting
Microsoft Office Mobile	ONET:MicrosoftOfficeMobile
Microsoft Office Outlook	ONET:MicrosoftOfficeOutlook
Microsoft Office SharePoint Server MOSS	ONET:MicrosoftOfficeSharePointServerMOSS
Microsoft OneNote	ONET:MicrosoftOneNote
Microsoft Onfolio	ONET:MicrosoftOnfolio
Microsoft operating system	ONET:MicrosoftOperatingSystem
Microsoft Outlook	ONET:MicrosoftOutlook
Microsoft Paint	ONET:MicrosoftPaint
Microsoft Picture It!	ONET:MicrosoftPictureIt!
Microsoft PowerPoint	ONET:MicrosoftPowerPoint
Microsoft PowerShell	ONET:MicrosoftPowerShell
Microsoft Proclarity	ONET:MicrosoftProclarity
Microsoft Project	ONET:MicrosoftProject
Microsoft Publisher	ONET:MicrosoftPublisher
Microsoft SharePoint	ONET:MicrosoftSharePoint
Microsoft SharePoint Server	ONET:MicrosoftSharePointServer
Microsoft Silverlight	ONET:MicrosoftSilverlight
Microsoft SQL Server	ONET:MicrosoftSQLServer
Microsoft SQL Server Compact	ONET:MicrosoftSQLServerCompact
Microsoft SQL Server Integration Services SSIS	ONET:MicrosoftSQLServerIntegrationServicesSSIS
Microsoft SQL Server Reporting Services SSRS	ONET:MicrosoftSQLServerReportingServicesSSRS
Microsoft System Center	ONET:MicrosoftSystemCenter
Microsoft Systems Management Server	ONET:MicrosoftSystemsManagementServer
Microsoft Team Foundation Server	ONET:MicrosoftTeamFoundationServer
Microsoft Teams	ONET:MicrosoftTeams
Microsoft Total Quality Control Management	ONET:MicrosoftTotalQualityControlManagement
Microsoft transact-structural query language T-SQL	ONET:MicrosoftTransact-structuralQueryLanguageT-SQL
Microsoft Virtual Server	ONET:MicrosoftVirtualServer
Microsoft Visio	ONET:MicrosoftVisio
Microsoft Visual Basic	ONET:MicrosoftVisualBasic
Microsoft Visual Basic for Applications VBA	ONET:MicrosoftVisualBasicForApplicationsVBA
Microsoft Visual Basic.NET	ONET:MicrosoftVisualBasic.NET
Microsoft Visual Basic.NET Compact Framework CF	ONET:MicrosoftVisualBasic.NETCompactFrameworkCF
Microsoft Visual Basic Scripting Edition VBScript	ONET:MicrosoftVisualBasicScriptingEditionVBScript
Microsoft Visual C# .NET	ONET:MicrosoftVisualC#.NET
Microsoft Visual FoxPro	ONET:MicrosoftVisualFoxPro
Microsoft Visual InterDev	ONET:MicrosoftVisualInterDev
Microsoft Visual J++	ONET:MicrosoftVisualJ++
Microsoft Visual SourceSafe	ONET:MicrosoftVisualSourceSafe
Microsoft Visual Studio	ONET:MicrosoftVisualStudio
Microsoft Visual Studio.NET	ONET:MicrosoftVisualStudio.NET
Microsoft Visual Studio Team Foundation Server	ONET:MicrosoftVisualStudioTeamFoundationServer
Microsoft Visual Studio Test Professional	ONET:MicrosoftVisualStudioTestProfessional
Microsoft Volume Shadow Copy Service	ONET:MicrosoftVolumeShadowCopyService
Microsoft Windows	ONET:MicrosoftWindows
Microsoft Windows Mobile	ONET:MicrosoftWindowsMobile
Microsoft Windows Movie Maker	ONET:MicrosoftWindowsMovieMaker
Microsoft Windows PowerShell	ONET:MicrosoftWindowsPowerShell
Microsoft Windows Pre-installation Environment	ONET:MicrosoftWindowsPre-installationEnvironment
Microsoft Windows SDK	ONET:MicrosoftWindowsSDK
Microsoft Windows Server	ONET:MicrosoftWindowsServer
Microsoft Windows Sysprep	ONET:MicrosoftWindowsSysprep
Microsoft Windows Terminal Services Access Manager	ONET:MicrosoftWindowsTerminalServicesAccessManager
Microsoft Windows Vista Business	ONET:MicrosoftWindowsVistaBusiness
Microsoft Windows XP	ONET:MicrosoftWindowsXP
Microsoft Windows XP Professional	ONET:MicrosoftWindowsXPProfessional
Microsoft Word	ONET:MicrosoftWord
Microsoft Works	ONET:MicrosoftWorks
Microsoldering equipment	ONET:MicrosolderingEquipment
MicroSolve CAMA	ONET:MicroSolveCAMA
Microsplitters	ONET:Microsplitters
Microsprinklers	ONET:Microsprinklers
MICROS Systems HSI Profits Series	ONET:MICROSSystemsHSIProfitsSeries
MICROS Systems MICROS 9700 HMS	ONET:MICROSSystemsMICROS9700HMS
MICROS Systems OPERA Enterprise Solution OES	ONET:MICROSSystemsOPERAEnterpriseSolutionOES
MICROS Systems OPERA Property Management System PMS	ONET:MICROSSystemsOPERAPropertyManagementSystemPMS
Microstrainers	ONET:Microstrainers
MicroStrategy	ONET:MicroStrategy
MicroStrategy Desktop	ONET:MicroStrategyDesktop
MicroStrategy Report Services	ONET:MicroStrategyReportServices
Microsurgical corn suture pliers	ONET:MicrosurgicalCornSuturePliers
MicroSurveyCAD	ONET:MicroSurveyCAD
MicroSurvey FieldGenius	ONET:MicroSurveyFieldGenius
MicroSurvey OfficeSync	ONET:MicroSurveyOfficeSync
MicroSurvey Software MicroSurvey CAD	ONET:MicroSurveySoftwareMicroSurveyCAD
MicroSurvey Star*Net	ONET:MicroSurveyStar*Net
Microsusceptometers	ONET:Microsusceptometers
MICROS XBR Loss Prevention	ONET:MICROSXBRLossPrevention
Microsys MicroMD	ONET:MicrosysMicroMD
Microtip snips	ONET:MicrotipSnips
Microtiter plate readers	ONET:MicrotiterPlateReaders
Microtiter plates	ONET:MicrotiterPlates
Microtome blocks	ONET:MicrotomeBlocks
Microtomes	ONET:Microtomes
Microtox toxicity systems	ONET:MicrotoxToxicitySystems
Microultracentrifuges	ONET:Microultracentrifuges
Microvalves	ONET:Microvalves
Micro Video Video Voice Speech Training System	ONET:MicroVideoVideoVoiceSpeechTrainingSystem
Micro Video Voice Speech Training System	ONET:MicroVideoVoiceSpeechTrainingSystem
Microwave autoclaves	ONET:MicrowaveAutoclaves
Microwave automatic load-pull tuners	ONET:MicrowaveAutomaticLoad-pullTuners
Microwave circuit simulation software	ONET:MicrowaveCircuitSimulationSoftware
Microwave digestion instruments	ONET:MicrowaveDigestionInstruments
Microwave digestion systems	ONET:MicrowaveDigestionSystems
Microwave drying machines	ONET:MicrowaveDryingMachines
Microwave extruders	ONET:MicrowaveExtruders
Microwave frequency counters	ONET:MicrowaveFrequencyCounters
Microwave interferometers	ONET:MicrowaveInterferometers
Microwave landing system MLS receivers	ONET:MicrowaveLandingSystemMLSReceivers
Microwave landing systems MLS	ONET:MicrowaveLandingSystemsMLS
Microwave leakage detectors	ONET:MicrowaveLeakageDetectors
Microwave meters	ONET:MicrowaveMeters
Microwave ovens	ONET:MicrowaveOvens
Microwave power meters	ONET:MicrowavePowerMeters
Microwave sintering furnaces	ONET:MicrowaveSinteringFurnaces
Microwave tube furnaces	ONET:MicrowaveTubeFurnaces
Micro welding equipment	ONET:MicroWeldingEquipment
Microwell readers	ONET:MicrowellReaders
Microwind Dsch	ONET:MicrowindDsch
Mideo Systems EZDoc Plus	ONET:MideoSystemsEZDocPlus
MIDI Maestro	ONET:MIDIMaestro
Mid-infrared spectrometers	ONET:Mid-infraredSpectrometers
MIDI Score Creator	ONET:MIDIScoreCreator
MidiSwing	ONET:MidiSwing
Midland Valley 2DMove	ONET:MidlandValley2DMove
Midland Valley 3DMove	ONET:MidlandValley3DMove
Midland Valley Move Suite	ONET:MidlandValleyMoveSuite
Mid-range computers	ONET:Mid-rangeComputers
Midrange Software XpertHire	ONET:MidrangeSoftwareXpertHire
Midwater trawls	ONET:MidwaterTrawls
Midwest Information Systems PAX-it	ONET:MidwestInformationSystemsPAX-it
Midwest MicroSystems Cow Sense	ONET:MidwestMicroSystemsCowSense
MightyScout	ONET:MightyScout
Migration software	ONET:MigrationSoftware
Migration testing software	ONET:MigrationTestingSoftware
MIKAL SMS	ONET:MIKALSMS
Milano Spa	ONET:MilanoSpa
Mileage logging software	ONET:MileageLoggingSoftware
Milgrain machines	ONET:MilgrainMachines
Milgrain tools	ONET:MilgrainTools
Miliohm meters	ONET:MiliohmMeters
Military rifles	ONET:MilitaryRifles
Milk cooling equipment	ONET:MilkCoolingEquipment
Milk dispensing machines	ONET:MilkDispensingMachines
Milk frothers	ONET:MilkFrothers
Milking equipment	ONET:MilkingEquipment
Milking equipment sterilizers	ONET:MilkingEquipmentSterilizers
Milking machines	ONET:MilkingMachines
Milk meters	ONET:MilkMeters
Milk separators	ONET:MilkSeparators
Milkshake and smoothie machines	ONET:MilkshakeAndSmoothieMachines
Millennium Software Atrex	ONET:MillenniumSoftwareAtrex
Millennium SpaSalon	ONET:MillenniumSpaSalon
Miller catheters	ONET:MillerCatheters
Mill feed conveyors	ONET:MillFeedConveyors
Mill files	ONET:MillFiles
Milliameters	ONET:Milliameters
Milliammeters	ONET:Milliammeters
Milliamp meters	ONET:MilliampMeters
Milliamp/microamp meters	ONET:Milliamp/microampMeters
Milliman Corporate Affinity	ONET:MillimanCorporateAffinity
Milliman ReservePro	ONET:MillimanReservePro
Millimeter gauges	ONET:MillimeterGauges
Millimeter rules	ONET:MillimeterRules
Millimeter wave imaging units	ONET:MillimeterWaveImagingUnits
Milling angle form cutters	ONET:MillingAngleFormCutters
Milling equipment	ONET:MillingEquipment
